Data Pibal
station_id,station_name,data_timestamp,station_elevation,lapisan,wd,ws,dddff,sandi_pibal
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-04-05T12:00:00,456,,,,,"PPAA 55121 97340
NIL=

PPBB 55121 97340
NIL="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-08-22T06:00:00,32.8,1000,20,12,02012,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-08-22T06:00:00,32.8,2000,75,15,07515,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-08-22T06:00:00,32.8,3000,65,8,06508,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-08-22T06:00:00,32.8,4000,40,7,04007,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-08-22T06:00:00,32.8,5000,40,10,04010,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-08-22T06:00:00,32.8,6000,35,17,03517,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-08-22T06:00:00,32.8,7000,35,12,03512,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-08-22T06:00:00,32.8,8000,50,13,05013,"PPAA 72061 97340
55185 04010 
77999=

PPBB 72061 97340
90/12 05012 02012 07515  
90345 06508 04007 04010  
90678 03517 03512 05013="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-10-23T12:00:00,456,1000,190,5,19005,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-10-23T12:00:00,456,2000,155,4,15504,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-10-23T12:00:00,456,3000,110,15,11015,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-10-23T12:00:00,456,4000,140,9,14009,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-10-23T12:00:00,456,5000,135,10,13510,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-10-23T12:00:00,456,6000,120,18,12018,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-10-23T12:00:00,456,7000,105,15,10515,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-10-23T12:00:00,456,8000,110,15,11015,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-10-23T12:00:00,456,9000,100,19,10019,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-10-23T12:00:00,456,10000,100,21,10021,"PPAA 73121 97340
55285 13510 10021 
77999=

PPBB 73121 97340
90/13 00000 19005 11015  
9047/ 14009 10515   
910// 10021="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-06-12T12:00:00,456,1000,110,9,11009,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-06-12T12:00:00,456,2000,115,10,11510,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-06-12T12:00:00,456,3000,120,11,12011,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-06-12T12:00:00,456,4000,115,11,11511,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-06-12T12:00:00,456,5000,120,11,12011,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-06-12T12:00:00,456,6000,110,12,11012,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-06-12T12:00:00,456,7000,100,14,10014,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-06-12T12:00:00,456,8000,105,13,10513,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-06-12T12:00:00,456,9000,110,14,11014,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-06-12T12:00:00,456,10000,120,15,12015,"PPAA 62121 97340
55285 12011 12015 
77999=

PPBB 62121 97340
90/13 11003 11009 12011  
9057/ 12011 10014   
910// 12015="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-06-08T00:00:00,456,,,,,"PPAA 58001 97340
NIL=

PPBB 58001 97340
NIL="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-05-30T12:00:00,456,,-1,-1,-1,"PPAA 80121 97340
NIL=

PPBB 80121 97340
NIL="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-05-20T12:00:00,456,,-1,-1,-1,"PPAA 70121 97340
NIL=

PPBB 70121 97340
NIL="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-08-01T00:00:00,32.8,1000,125,15,12515,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-08-01T00:00:00,32.8,2000,115,14,11514,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-08-01T00:00:00,32.8,3000,100,14,10014,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-08-01T00:00:00,32.8,4000,90,15,09015,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-08-01T00:00:00,32.8,5000,90,15,09015,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-08-01T00:00:00,32.8,6000,95,16,09516,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-08-01T00:00:00,32.8,7000,110,15,11015,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-08-01T00:00:00,32.8,8000,120,18,12018,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-08-01T00:00:00,32.8,9000,110,13,11013,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-08-01T00:00:00,32.8,10000,150,13,15013,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-08-01T00:00:00,32.8,11000,165,11,16511,"PPAA 51001 97340
55285 09015 15013 
77999=

PPBB 51001 97340
90/13 20008 12515 10014  
90578 09015 11015 12018  
909// 11013    
9101/ 15013 16511="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-05-08T06:00:00,456,,-1,-1,-1,"PPAA 58061 97340
NIL=

PPBB 58061 97340
NIL="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-02-26T12:00:00,456,1000,35,17,03517,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-02-26T12:00:00,456,2000,25,6,02506,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-02-26T12:00:00,456,3000,15,2,01502,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-02-26T12:00:00,456,4000,320,5,32005,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-02-26T12:00:00,456,5000,300,5,30005,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-02-26T12:00:00,456,6000,300,9,30009,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-02-26T12:00:00,456,7000,290,8,29008,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-02-26T12:00:00,456,8000,290,11,29011,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-02-26T12:00:00,456,9000,290,15,29015,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-02-26T12:00:00,456,10000,295,10,29510,"PPAA 76121 97340
55285 30005 29510 
77999=

PPBB 76121 97340
90/13 19005 03517 01502  
90457 32005 30005 29008  
910// 29510="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-06-20T06:00:00,456,,-1,-1,-1,"PPAA 70061 97340
NIL=

PPBB 70061 97340
NIL="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-11-28T00:00:00,32.8,1000,90,1,09001,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-11-28T00:00:00,32.8,2000,55,4,05504,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-11-28T00:00:00,32.8,3000,70,3,07003,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-11-28T00:00:00,32.8,4000,260,1,26001,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-11-28T00:00:00,32.8,5000,10,1,01001,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-11-28T00:00:00,32.8,6000,305,4,30504,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-11-28T00:00:00,32.8,7000,325,2,32502,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-11-28T00:00:00,32.8,8000,30,1,03001,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-11-28T00:00:00,32.8,9000,310,2,31002,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-11-28T00:00:00,32.8,10000,280,2,28002,"PPAA 78001 97340
55285 01001 28002 
77999=

PPBB 78001 97340
90/12 21006 09001 05504  
90345 07003 26001 01001  
90678 30504 32502 03001  
909// 31002    
910// 28002="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-21T00:00:00,32.8,1000,105,5,10505,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-21T00:00:00,32.8,2000,65,10,06510,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-21T00:00:00,32.8,3000,35,7,03507,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-21T00:00:00,32.8,4000,50,8,05008,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-21T00:00:00,32.8,5000,60,6,06006,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-21T00:00:00,32.8,6000,95,6,09506,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-21T00:00:00,32.8,7000,80,8,08008,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-21T00:00:00,32.8,8000,135,7,13507,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-21T00:00:00,32.8,9000,175,4,17504,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-21T00:00:00,32.8,10000,245,4,24504,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-21T00:00:00,32.8,11000,210,5,21005,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-21T00:00:00,32.8,12000,230,8,23008,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-21T00:00:00,32.8,13000,270,3,27003,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-21T00:00:00,32.8,14000,310,8,31008,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-21T00:00:00,32.8,15000,305,12,30512,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-21T00:00:00,32.8,16000,305,14,30514,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-21T00:00:00,32.8,17000,295,15,29515,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-21T00:00:00,32.8,18000,305,15,30515,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-21T00:00:00,32.8,19000,175,11,17511,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-21T00:00:00,32.8,20000,280,11,28011,"PPAA 71001 97340
55385 06006 24504 17511 
77999=

PPBB 71001 97340
90/13 18003 10505 03507  
90567 06006 09506 08008  
909// 17504    
91012 24504 21005 23008  
91478 31008 29515 30515  
919// 17511    
920// 28011="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-07T00:00:00,456,1000,130,13,13013,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-07T00:00:00,456,2000,110,16,11016,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-07T00:00:00,456,3000,90,11,09011,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-07T00:00:00,456,4000,90,18,09018,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-07T00:00:00,456,5000,95,14,09514,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-07T00:00:00,456,6000,105,14,10514,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-07T00:00:00,456,7000,100,10,10010,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-07T00:00:00,456,8000,115,11,11511,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-07T00:00:00,456,9000,105,12,10512,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-07T00:00:00,456,10000,125,10,12510,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-07T00:00:00,456,11000,125,8,12508,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-07T00:00:00,456,12000,125,8,12508,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-07T00:00:00,456,13000,115,7,11507,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-07T00:00:00,456,14000,130,6,13006,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-05-07T00:00:00,456,15000,210,4,21004,"PPAA 57001 97340
55285 09514 12510 
77999=

PPBB 57001 97340
90/13 00000 13013 09011  
907// 10010    
91134 12508 11507 13006  
915// 21004="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-01-06T00:00:00,456,1000,90,6,09006,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-01-06T00:00:00,456,2000,70,7,07007,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-01-06T00:00:00,456,3000,95,30,09530,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-01-06T00:00:00,456,4000,120,9,12009,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-01-06T00:00:00,456,5000,105,8,10508,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-01-06T00:00:00,456,6000,130,4,13004,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-01-06T00:00:00,456,7000,140,4,14004,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-01-06T00:00:00,456,8000,175,8,17508,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-01-06T00:00:00,456,9000,185,5,18505,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-01-06T00:00:00,456,10000,195,6,19506,"PPAA 56001 97340
55285 10508 19506 
77999=

PPBB 56001 97340
90/12 21002 09006 07007  
90345 09530 12009 10508  
9078/ 14004 17508   
910// 19506="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-16T00:00:00,456,1000,130,10,13010,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-16T00:00:00,456,2000,100,24,10024,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-16T00:00:00,456,3000,115,13,11513,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-16T00:00:00,456,4000,115,12,11512,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-16T00:00:00,456,5000,95,19,09519,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-16T00:00:00,456,6000,80,10,08010,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-16T00:00:00,456,7000,105,16,10516,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-16T00:00:00,456,8000,60,24,06024,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-16T00:00:00,456,9000,25,14,02514,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-16T00:00:00,456,10000,95,20,09520,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-16T00:00:00,456,11000,115,13,11513,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-16T00:00:00,456,12000,115,9,11509,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-16T00:00:00,456,13000,100,14,10014,"PPAA 66001 97340
55285 09519 09520 
77999=

PPBB 66001 97340
90/12 21007 13010 10024  
90346 11513 11512 08010  
9079/ 10516 02514   
91013 09520 11513 10014="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-10-01T00:00:00,456,1000,120,7,12007,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-10-01T00:00:00,456,2000,120,7,12007,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-10-01T00:00:00,456,3000,85,8,08508,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-10-01T00:00:00,456,4000,80,12,08012,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-10-01T00:00:00,456,5000,75,9,07509,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-10-01T00:00:00,456,6000,55,11,05511,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-10-01T00:00:00,456,7000,60,12,06012,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-10-01T00:00:00,456,8000,50,18,05018,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-10-01T00:00:00,456,9000,40,16,04016,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-10-01T00:00:00,456,10000,30,18,03018,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-10-01T00:00:00,456,11000,35,18,03518,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-10-01T00:00:00,456,12000,45,18,04518,"PPAA 51001 97340
55285 07509 03018 
77999=

PPBB 51001 97340
90/12 21007 12007 12007  
90356 08508 07509 05511  
907// 06012    
9102/ 03018 04518="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-11-24T12:00:00,456,,-1,-1,-1,"PPAA 74121 97340
NIL=

PPBB 74121 97340
NIL="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-04-24T06:00:00,456,1000,90,12,09012,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-04-24T06:00:00,456,2000,95,10,09510,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-04-24T06:00:00,456,3000,70,16,07016,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-04-24T06:00:00,456,4000,115,17,11517,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-04-24T06:00:00,456,5000,65,17,06517,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-04-24T06:00:00,456,6000,70,16,07016,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-04-24T06:00:00,456,7000,80,11,08011,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-04-24T06:00:00,456,8000,75,4,07504,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-04-24T06:00:00,456,9000,75,5,07505,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-04-24T06:00:00,456,10000,90,6,09006,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-04-24T06:00:00,456,11000,130,4,13004,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-04-24T06:00:00,456,12000,75,5,07505,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-04-24T06:00:00,456,13000,125,3,12503,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-04-24T06:00:00,456,14000,140,5,14005,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-04-24T06:00:00,456,15000,165,6,16506,"PPAA 74061 97340
55285 06517 09006 
77999=

PPBB 74061 97340
90/12 07010 09012 09510  
90345 07016 11517 06517  
9079/ 08011 07505   
91012 09006 13004 07505  
91345 12503 14005 16506="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-01-15T06:00:00,456,,,,,"PPAA 65061 97340
NIL=

PPBB 65061 97340
NIL="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-22T12:00:00,456,1000,115,6,11506,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-22T12:00:00,456,2000,90,5,09005,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-22T12:00:00,456,3000,85,3,08503,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-22T12:00:00,456,4000,40,4,04004,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-22T12:00:00,456,5000,15,4,01504,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-22T12:00:00,456,6000,350,4,35004,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-22T12:00:00,456,7000,305,4,30504,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-22T12:00:00,456,8000,295,2,29502,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-22T12:00:00,456,9000,35,8,03508,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-22T12:00:00,456,10000,25,7,02507,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-22T12:00:00,456,11000,25,11,02511,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-22T12:00:00,456,12000,25,10,02510,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-22T12:00:00,456,13000,20,8,02008,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-22T12:00:00,456,14000,5,4,00504,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-11-22T12:00:00,456,15000,30,4,03004,"PPAA 72121 97340
55285 01504 02507 
77999=

PPBB 72121 97340
90/12 20004 11506 09005  
90345 08503 04004 01504  
90678 35004 30504 29502  
909// 03508    
91012 02507 02511 02510  
9145/ 00504 03004="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-10-05T00:00:00,456,1000,90,7,09007,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-10-05T00:00:00,456,2000,80,10,08010,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-10-05T00:00:00,456,3000,75,11,07511,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-10-05T00:00:00,456,4000,80,15,08015,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-10-05T00:00:00,456,5000,70,18,07018,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-10-05T00:00:00,456,6000,55,19,05519,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-10-05T00:00:00,456,7000,50,19,05019,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-10-05T00:00:00,456,8000,60,20,06020,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-10-05T00:00:00,456,9000,55,9,05509,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2024-10-05T00:00:00,456,10000,15,10,01510,"PPAA 55001 97340
55285 07018 01510 
77999=

PPBB 55001 97340
90/13 22006 09007 07511  
90479 08015 05019 05509  
910// 01510="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-04-24T00:00:00,456,,-1,-1,-1,"PPAA 74001 97340
NIL=

PPBB 74001 97340
NIL="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-10-08T06:00:00,456,1000,110,6,11006,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-10-08T06:00:00,456,2000,10,2,01002,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-10-08T06:00:00,456,3000,325,5,32505,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-10-08T06:00:00,456,4000,275,4,27504,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-10-08T06:00:00,456,5000,255,5,25505,"PPAA 58061 97340
55185 25505 
77999=

PPBB 58061 97340
90/12 01012 11006 01002  
90345 32505 27504 25505="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-02-26T06:00:00,456,,-1,-1,-1,"PPAA 76061 97340
NIL=

PPBB 76061 97340
NIL="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-01-30T12:00:00,456,,-1,-1,-1,"PPAA 80121 97340
NIL=

PPBB 80121 97340
NIL="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-12-02T12:00:00,456,,,,,"PPAA 52121 97340
NIL=

PPBB 52121 97340
NIL="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-12-05T06:00:00,456,1000,40,5,04005,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-12-05T06:00:00,456,2000,50,2,05002,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-12-05T06:00:00,456,3000,85,2,08502,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-12-05T06:00:00,456,4000,165,3,16503,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-12-05T06:00:00,456,5000,100,2,10002,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-12-05T06:00:00,456,6000,175,16,17516,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-12-05T06:00:00,456,7000,120,7,12007,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-12-05T06:00:00,456,8000,105,8,10508,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-12-05T06:00:00,456,9000,95,12,09512,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-12-05T06:00:00,456,10000,90,11,09011,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-12-05T06:00:00,456,11000,90,13,09013,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-12-05T06:00:00,456,12000,95,12,09512,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-12-05T06:00:00,456,13000,95,14,09514,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-12-05T06:00:00,456,14000,95,12,09512,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2025-12-05T06:00:00,456,15000,95,13,09513,"PPAA 55061 97340
55285 10002 09011 
77999=

PPBB 55061 97340
90/12 02008 04005 05002  
90345 08502 16503 10002  
90679 17516 12007 09512  
91145 09013 09512 09513="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-03-11T06:00:00,456,1000,240,13,24013,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-03-11T06:00:00,456,2000,270,7,27007,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-03-11T06:00:00,456,3000,250,12,25012,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-03-11T06:00:00,456,4000,255,8,25508,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-03-11T06:00:00,456,5000,240,9,24009,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-03-11T06:00:00,456,6000,255,10,25510,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-03-11T06:00:00,456,7000,245,13,24513,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-03-11T06:00:00,456,8000,255,11,25511,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-03-11T06:00:00,456,9000,250,10,25010,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-03-11T06:00:00,456,10000,245,12,24512,"PPAA 61061 97340
55285 24009 24512 
77999=

PPBB 61061 97340
90/12 23012 24013 27007  
90378 25012 24513 25511  
910// 24512="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-06-24T12:00:00,456,1000,120,14,12014,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-06-24T12:00:00,456,2000,100,15,10015,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-06-24T12:00:00,456,3000,100,14,10014,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-06-24T12:00:00,456,4000,100,15,10015,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-06-24T12:00:00,456,5000,90,16,09016,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-06-24T12:00:00,456,6000,115,17,11517,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-06-24T12:00:00,456,7000,120,15,12015,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-06-24T12:00:00,456,8000,120,13,12013,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-06-24T12:00:00,456,9000,130,12,13012,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-06-24T12:00:00,456,10000,135,11,13511,"PPAA 74121 97340
55285 09016 13511 
77999=

PPBB 74121 97340
90/12 10005 12014 10015  
90356 10014 09016 11517  
907// 12015    
910// 13511="
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-01-20T00:00:00,456,1000,280,10,28010,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-01-20T00:00:00,456,2000,290,9,29009,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-01-20T00:00:00,456,3000,285,10,28510,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-01-20T00:00:00,456,4000,300,10,30010,
97340,Stasiun Meteorologi Umbu Mehang Kunda,2026-01-20T00:00:00,456,5000,335,6,33506,
